CARD_TYPE,COUNT,PERIOD,TRAIN_LINE
Day Pass without SAF,nan,February 2019,T6 Carlingford Line
Employee,"1,635",February 2019,T6 Carlingford Line
Free Travel,16,February 2019,T6 Carlingford Line
School Student,"1,551",February 2019,T6 Carlingford Line
Senior/Pensioner,"3,572",February 2019,T6 Carlingford Line
Sgl Trip Rail Adult,37,February 2019,T6 Carlingford Line
Sgl Trip Rail Child/Youth,5,February 2019,T6 Carlingford Line
Adult,"117,609",February 2019,T7 Olympic Park Line
Child/Youth,"5,516",February 2019,T7 Olympic Park Line
Concession,"6,519",February 2019,T7 Olympic Park Line
CTP,"3,556",February 2019,T7 Olympic Park Line
Day Pass without SAF,1,February 2019,T7 Olympic Park Line
Employee,493,February 2019,T7 Olympic Park Line
Free Travel,45,February 2019,T7 Olympic Park Line
School Student,"2,615",February 2019,T7 Olympic Park Line
Senior/Pensioner,"8,746",February 2019,T7 Olympic Park Line
Sgl Trip Rail Adult,"1,010",February 2019,T7 Olympic Park Line
Sgl Trip Rail Child/Youth,185,February 2019,T7 Olympic Park Line
Adult,"549,645",February 2019,Blue Mountains Line
Child/Youth,"26,925",February 2019,Blue Mountains Line
Concession,"39,735",February 2019,Blue Mountains Line
CTP,"9,684",February 2019,Blue Mountains Line
Day Pass Child/Youth w/o SAF,2,February 2019,Blue Mountains Line
Day Pass without SAF,30,February 2019,Blue Mountains Line
Employee,"10,642",February 2019,Blue Mountains Line
Free Travel,874,February 2019,Blue Mountains Line
School Student,"34,185",February 2019,Blue Mountains Line
Senior/Pensioner,"98,105",February 2019,Blue Mountains Line
Sgl Trip Rail Adult,"3,674",February 2019,Blue Mountains Line
Sgl Trip Rail Child/Youth,888,February 2019,Blue Mountains Line
Adult,"1,025,501",February 2019,Central Coast Newcastle Line
Child/Youth,"64,304",February 2019,Central Coast Newcastle Line
Concession,"82,351",February 2019,Central Coast Newcastle Line
CTP,"21,211",February 2019,Central Coast Newcastle Line
Day Pass Child/Youth w/o SAF,nan,February 2019,Central Coast Newcastle Line
Day Pass without SAF,53,February 2019,Central Coast Newcastle Line
Employee,"22,652",February 2019,Central Coast Newcastle Line
Free Travel,"2,804",February 2019,Central Coast Newcastle Line
School Student,"86,995",February 2019,Central Coast Newcastle Line
Senior/Pensioner,"215,931",February 2019,Central Coast Newcastle Line
Sgl Trip Rail Adult,"10,608",February 2019,Central Coast Newcastle Line
Sgl Trip Rail Child/Youth,"2,597",February 2019,Central Coast Newcastle Line
Adult,"44,055",February 2019,Hunter Line
Child/Youth,"5,321",February 2019,Hunter Line
Concession,"7,559",February 2019,Hunter Line
CTP,"2,185",February 2019,Hunter Line
Day Pass Child/Youth w/o SAF,nan,February 2019,Hunter Line
Day Pass without SAF,17,February 2019,Hunter Line
Employee,667,February 2019,Hunter Line
Free Travel,219,February 2019,Hunter Line
School Student,"5,587",February 2019,Hunter Line
Senior/Pensioner,"17,045",February 2019,Hunter Line
Sgl Trip Rail Adult,664,February 2019,Hunter Line
Sgl Trip Rail Child/Youth,378,February 2019,Hunter Line
Adult,"567,204",February 2019,South Coast Line
Child/Youth,"29,518",February 2019,South Coast Line
Concession,"41,293",February 2019,South Coast Line
CTP,"17,574",February 2019,South Coast Line
Day Pass Child/Youth w/o SAF,nan,February 2019,South Coast Line
Day Pass without SAF,30,February 2019,South Coast Line
Employee,"7,330",February 2019,South Coast Line
Free Travel,939,February 2019,South Coast Line
School Student,"34,571",February 2019,South Coast Line
Senior/Pensioner,"107,634",February 2019,South Coast Line
Sgl Trip Rail Adult,"4,479",February 2019,South Coast Line
Sgl Trip Rail Child/Youth,874,February 2019,South Coast Line
Adult,"50,000",February 2019,Southern Highlands Line
Child/Youth,"4,689",February 2019,Southern Highlands Line
Concession,"4,132",February 2019,Southern Highlands Line
CTP,"1,428",February 2019,Southern Highlands Line
Day Pass without SAF,7,February 2019,Southern Highlands Line
Employee,731,February 2019,Southern Highlands Line
Free Travel,161,February 2019,Southern Highlands Line
School Student,"2,510",February 2019,Southern Highlands Line
Senior/Pensioner,"18,589",February 2019,Southern Highlands Line
Sgl Trip Rail Adult,316,February 2019,Southern Highlands Line
Sgl Trip Rail Child/Youth,94,February 2019,Southern Highlands Line
Adult,"430,799",February 2019,Station Link
Child/Youth,"22,973",February 2019,Station Link
Concession,"45,963",February 2019,Station Link
Day Pass without SAF,4,February 2019,Station Link
Employee,"1,240",February 2019,Station Link
Free Travel,287,February 2019,Station Link
School Student,"19,418",February 2019,Station Link
Senior/Pensioner,"29,614",February 2019,Station Link
Sgl Trip Rail Adult,197,February 2019,Station Link
Sgl Trip Rail Child/Youth,71,February 2019,Station Link
Adult,"3,704,351",February 2019,T1 North Shore Line
Child/Youth,"166,882",February 2019,T1 North Shore Line
Concession,"244,464",February 2019,T1 North Shore Line
CTP,"97,746",February 2019,T1 North Shore Line
Day Pass Child/Youth w/o SAF,nan,February 2019,T1 North Shore Line
Day Pass without SAF,18,February 2019,T1 North Shore Line
Employee,"31,486",February 2019,T1 North Shore Line
Free Travel,"5,386",February 2019,T1 North Shore Line
School Student,"243,235",February 2019,T1 North Shore Line
Senior/Pensioner,"356,576",February 2019,T1 North Shore Line
Sgl Trip Rail Adult,"23,853",February 2019,T1 North Shore Line
Sgl Trip Rail Child/Youth,"4,828",February 2019,T1 North Shore Line
Adult,"1,666,367",February 2019,T1 Northern Line
Child/Youth,"84,660",February 2019,T1 Northern Line
Concession,"139,868",February 2019,T1 Northern Line
CTP,"35,839",February 2019,T1 Northern Line
Day Pass Child/Youth w/o SAF,nan,February 2019,T1 Northern Line
Day Pass without SAF,2,February 2019,T1 Northern Line
Employee,"19,176",February 2019,T1 Northern Line
Free Travel,"1,515",February 2019,T1 Northern Line
School Student,"99,608",February 2019,T1 Northern Line
Senior/Pensioner,"180,278",February 2019,T1 Northern Line
Sgl Trip Rail Adult,"6,537",February 2019,T1 Northern Line
Sgl Trip Rail Child/Youth,"1,554",February 2019,T1 Northern Line
Adult,"3,001,659",February 2019,T1 Western Line
Child/Youth,"112,802",February 2019,T1 Western Line
Concession,"228,129",February 2019,T1 Western Line
CTP,"57,027",February 2019,T1 Western Line
Day Pass Child/Youth w/o SAF,6,February 2019,T1 Western Line
Day Pass without SAF,175,February 2019,T1 Western Line
Employee,"46,180",February 2019,T1 Western Line
Free Travel,"4,460",February 2019,T1 Western Line
School Student,"162,707",February 2019,T1 Western Line
Senior/Pensioner,"330,541",February 2019,T1 Western Line
Sgl Trip Rail Adult,"16,139",February 2019,T1 Western Line
Sgl Trip Rail Child/Youth,"4,028",February 2019,T1 Western Line
Adult,"1,660,674",February 2019,T2 Inner West Line
Child/Youth,"58,812",February 2019,T2 Inner West Line
Concession,"108,167",February 2019,T2 Inner West Line
CTP,"41,722",February 2019,T2 Inner West Line
Day Pass Child/Youth w/o SAF,nan,February 2019,T2 Inner West Line
Day Pass without SAF,27,February 2019,T2 Inner West Line
Employee,"20,026",February 2019,T2 Inner West Line
Free Travel,"1,437",February 2019,T2 Inner West Line
School Student,"60,224",February 2019,T2 Inner West Line
Senior/Pensioner,"160,197",February 2019,T2 Inner West Line
Sgl Trip Rail Adult,"11,175",February 2019,T2 Inner West Line
Sgl Trip Rail Child/Youth,"1,911",February 2019,T2 Inner West Line
Adult,"1,964,415",February 2019,T2 Leppington Line
Child/Youth,"89,392",February 2019,T2 Leppington Line
Concession,"163,625",February 2019,T2 Leppington Line
CTP,"44,626",February 2019,T2 Leppington Line
Day Pass Child/Youth w/o SAF,nan,February 2019,T2 Leppington Line
Day Pass without SAF,38,February 2019,T2 Leppington Line
Employee,"26,756",February 2019,T2 Leppington Line
Free Travel,"2,352",February 2019,T2 Leppington Line
School Student,"87,277",February 2019,T2 Leppington Line
Senior/Pensioner,"275,853",February 2019,T2 Leppington Line
Sgl Trip Rail Adult,"13,286",February 2019,T2 Leppington Line
Sgl Trip Rail Child/Youth,"2,914",February 2019,T2 Leppington Line
Adult,"2,828,725",February 2019,T8 Airport and South Line
Child/Youth,"95,016",February 2019,T8 Airport and South Line
Concession,"170,711",February 2019,T8 Airport and South Line
CTP,"94,274",February 2019,T8 Airport and South Line
Day Pass Child/Youth w/o SAF,1,February 2019,T8 Airport and South Line
Day Pass without SAF,37,February 2019,T8 Airport and South Line
Employee,"39,811",February 2019,T8 Airport and South Line
Free Travel,"3,775",February 2019,T8 Airport and South Line
School Student,"95,017",February 2019,T8 Airport and South Line
Senior/Pensioner,"250,360",February 2019,T8 Airport and South Line
Sgl Trip Rail Adult,"99,747",February 2019,T8 Airport and South Line
Sgl Trip Rail Child/Youth,"8,764",February 2019,T8 Airport and South Line
Adult,nan,February 2019,T9 Northern Line
Child/Youth,nan,February 2019,T9 Northern Line
Concession,nan,February 2019,T9 Northern Line
CTP,nan,February 2019,T9 Northern Line
Employee,nan,February 2019,T9 Northern Line
Free Travel,nan,February 2019,T9 Northern Line
School Student,nan,February 2019,T9 Northern Line
Senior/Pensioner,nan,February 2019,T9 Northern Line
Sgl Trip Rail Adult,nan,February 2019,T9 Northern Line
Sgl Trip Rail Child/Youth,nan,February 2019,T9 Northern Line
Total,"32,218,764",February 2019,Grand Total
Adult,nan,March 2019,"T1 North Shore, Northern and Western Line"
Child/Youth,nan,March 2019,"T1 North Shore, Northern and Western Line"
Concession,nan,March 2019,"T1 North Shore, Northern and Western Line"
Day Pass Child/Youth w/o SAF,nan,March 2019,"T1 North Shore, Northern and Western Line"
Day Pass without SAF,nan,March 2019,"T1 North Shore, Northern and Western Line"
Employee,nan,March 2019,"T1 North Shore, Northern and Western Line"
Free Travel,nan,March 2019,"T1 North Shore, Northern and Western Line"
School Student,nan,March 2019,"T1 North Shore, Northern and Western Line"
Senior/Pensioner,nan,March 2019,"T1 North Shore, Northern and Western Line"
Sgl Trip Rail Adult,nan,March 2019,"T1 North Shore, Northern and Western Line"
Sgl Trip Rail Child/Youth,nan,March 2019,"T1 North Shore, Northern and Western Line"
Adult,nan,March 2019,"T2 Airport, Inner West and South Line"
Child/Youth,nan,March 2019,"T2 Airport, Inner West and South Line"
Concession,nan,March 2019,"T2 Airport, Inner West and South Line"
Day Pass Child/Youth w/o SAF,nan,March 2019,"T2 Airport, Inner West and South Line"
Day Pass without SAF,nan,March 2019,"T2 Airport, Inner West and South Line"
Employee,nan,March 2019,"T2 Airport, Inner West and South Line"
Free Travel,nan,March 2019,"T2 Airport, Inner West and South Line"
School Student,nan,March 2019,"T2 Airport, Inner West and South Line"
Senior/Pensioner,nan,March 2019,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Adult,nan,March 2019,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Child/Youth,nan,March 2019,"T2 Airport, Inner West and South Line"
Adult,"2,022,964",March 2019,T3 Bankstown Line
Child/Youth,"89,800",March 2019,T3 Bankstown Line
Concession,"223,086",March 2019,T3 Bankstown Line
CTP,"52,837",March 2019,T3 Bankstown Line
Day Pass Child/Youth w/o SAF,7,March 2019,T3 Bankstown Line
Day Pass without SAF,19,March 2019,T3 Bankstown Line
Employee,"19,297",March 2019,T3 Bankstown Line
Free Travel,"1,948",March 2019,T3 Bankstown Line
School Student,"81,023",March 2019,T3 Bankstown Line
Senior/Pensioner,"278,297",March 2019,T3 Bankstown Line
Sgl Trip Rail Adult,"14,666",March 2019,T3 Bankstown Line
Sgl Trip Rail Child/Youth,"3,720",March 2019,T3 Bankstown Line
Adult,"4,703,507",March 2019,T4 Eastern Suburbs and Illawarra Line
Child/Youth,"163,205",March 2019,T4 Eastern Suburbs and Illawarra Line
Concession,"346,346",March 2019,T4 Eastern Suburbs and Illawarra Line
CTP,"153,631",March 2019,T4 Eastern Suburbs and Illawarra Line
Day Pass Child/Youth w/o SAF,9,March 2019,T4 Eastern Suburbs and Illawarra Line
Day Pass without SAF,48,March 2019,T4 Eastern Suburbs and Illawarra Line
Employee,"55,439",March 2019,T4 Eastern Suburbs and Illawarra Line
Free Travel,"7,128",March 2019,T4 Eastern Suburbs and Illawarra Line
School Student,"190,185",March 2019,T4 Eastern Suburbs and Illawarra Line
Senior/Pensioner,"499,687",March 2019,T4 Eastern Suburbs and Illawarra Line
Sgl Trip Rail Adult,"33,018",March 2019,T4 Eastern Suburbs and Illawarra Line
Sgl Trip Rail Child/Youth,"7,871",March 2019,T4 Eastern Suburbs and Illawarra Line
Adult,"539,652",March 2019,T5 Cumberland Line
Child/Youth,"19,212",March 2019,T5 Cumberland Line
Concession,"68,148",March 2019,T5 Cumberland Line
CTP,"7,325",March 2019,T5 Cumberland Line
Employee,"3,800",March 2019,T5 Cumberland Line
Free Travel,139,March 2019,T5 Cumberland Line
School Student,"25,279",March 2019,T5 Cumberland Line
Senior/Pensioner,"65,672",March 2019,T5 Cumberland Line
Sgl Trip Rail Adult,"1,471",March 2019,T5 Cumberland Line
Sgl Trip Rail Child/Youth,276,March 2019,T5 Cumberland Line
Adult,"39,624",March 2019,T6 Carlingford Line
Child/Youth,"1,113",March 2019,T6 Carlingford Line
Concession,"4,605",March 2019,T6 Carlingford Line
CTP,"1,045",March 2019,T6 Carlingford Line
Day Pass without SAF,3,March 2019,T6 Carlingford Line
Employee,"1,694",March 2019,T6 Carlingford Line
Free Travel,33,March 2019,T6 Carlingford Line
School Student,"1,809",March 2019,T6 Carlingford Line
Senior/Pensioner,"4,258",March 2019,T6 Carlingford Line
Sgl Trip Rail Adult,67,March 2019,T6 Carlingford Line
Sgl Trip Rail Child/Youth,9,March 2019,T6 Carlingford Line
Adult,"124,265",March 2019,T7 Olympic Park Line
Child/Youth,"4,884",March 2019,T7 Olympic Park Line
Concession,"10,040",March 2019,T7 Olympic Park Line
CTP,"4,166",March 2019,T7 Olympic Park Line
Day Pass without SAF,1,March 2019,T7 Olympic Park Line
Employee,495,March 2019,T7 Olympic Park Line
Free Travel,48,March 2019,T7 Olympic Park Line
School Student,"2,773",March 2019,T7 Olympic Park Line
Senior/Pensioner,"8,748",March 2019,T7 Olympic Park Line
Sgl Trip Rail Adult,"1,093",March 2019,T7 Olympic Park Line
Sgl Trip Rail Child/Youth,169,March 2019,T7 Olympic Park Line
Adult,"632,718",March 2019,Blue Mountains Line
Child/Youth,"32,483",March 2019,Blue Mountains Line
Concession,"72,636",March 2019,Blue Mountains Line
CTP,"13,443",March 2019,Blue Mountains Line
Day Pass Child/Youth w/o SAF,4,March 2019,Blue Mountains Line
Day Pass without SAF,57,March 2019,Blue Mountains Line
Employee,"12,269",March 2019,Blue Mountains Line
Free Travel,973,March 2019,Blue Mountains Line
School Student,"38,157",March 2019,Blue Mountains Line
Senior/Pensioner,"113,609",March 2019,Blue Mountains Line
Sgl Trip Rail Adult,"4,776",March 2019,Blue Mountains Line
Sgl Trip Rail Child/Youth,"1,252",March 2019,Blue Mountains Line
Adult,"1,093,861",March 2019,Central Coast Newcastle Line
Child/Youth,"62,329",March 2019,Central Coast Newcastle Line
Concession,"140,931",March 2019,Central Coast Newcastle Line
CTP,"24,861",March 2019,Central Coast Newcastle Line
Day Pass Child/Youth w/o SAF,nan,March 2019,Central Coast Newcastle Line
Day Pass without SAF,66,March 2019,Central Coast Newcastle Line
Employee,"22,843",March 2019,Central Coast Newcastle Line
Free Travel,"2,791",March 2019,Central Coast Newcastle Line
School Student,"93,529",March 2019,Central Coast Newcastle Line
Senior/Pensioner,"223,135",March 2019,Central Coast Newcastle Line
Sgl Trip Rail Adult,"11,675",March 2019,Central Coast Newcastle Line
Sgl Trip Rail Child/Youth,"2,757",March 2019,Central Coast Newcastle Line
Adult,"50,684",March 2019,Hunter Line
Child/Youth,"5,165",March 2019,Hunter Line
Concession,"17,188",March 2019,Hunter Line
CTP,"2,795",March 2019,Hunter Line
Day Pass Child/Youth w/o SAF,1,March 2019,Hunter Line
Day Pass without SAF,16,March 2019,Hunter Line
Employee,742,March 2019,Hunter Line
Free Travel,248,March 2019,Hunter Line
School Student,"6,517",March 2019,Hunter Line
Senior/Pensioner,"18,485",March 2019,Hunter Line
Sgl Trip Rail Adult,779,March 2019,Hunter Line
Sgl Trip Rail Child/Youth,355,March 2019,Hunter Line
Adult,"634,049",March 2019,South Coast Line
Child/Youth,"31,534",March 2019,South Coast Line
Concession,"77,822",March 2019,South Coast Line
CTP,"21,921",March 2019,South Coast Line
Day Pass Child/Youth w/o SAF,nan,March 2019,South Coast Line
Day Pass without SAF,31,March 2019,South Coast Line
Employee,"7,815",March 2019,South Coast Line
Free Travel,972,March 2019,South Coast Line
School Student,"38,368",March 2019,South Coast Line
Senior/Pensioner,"110,193",March 2019,South Coast Line
Sgl Trip Rail Adult,"4,850",March 2019,South Coast Line
Sgl Trip Rail Child/Youth,958,March 2019,South Coast Line
Adult,"56,602",March 2019,Southern Highlands Line
